id,state,location,mobile_orders,Catering,Pickup,Delivery,WiFi,Playground,breakfast_served,drive_thru,sandwich_price
34,al,Greystone,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
35,al,Guntersville,Yes,No,No,No,Yes,Yes,Yes,No,4.85
36,al,Hampton Cove In-Line DT,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.85
37,al,Helena (AL),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
38,al,Hoover Commons,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
39,al,Inverness,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
40,al,Jacksonville [AL],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
41,al,Jacksonville State University,No,No,No,No,Yes,No,Yes,No,
42,al,Jasper,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.75
43,al,Leeds,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
44,al,Madison (AL),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
45,al,McCalla,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
46,al,Midtown Plaza In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.09
47,al,Montgomery-Promenade,Yes,No,No,No,Yes,Yes,Yes,Yes,4.75
48,al,Muscle Shoals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
49,al,North Prattville,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4.75
50,al,Northport,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
51,al,Oak Mountain,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.75
52,al,Oxford,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
53,al,Oxford Mall,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5.09
54,al,Parkway East,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
55,al,Parkway Place,Yes,Yes,Yes,No,Yes,No,Yes,No,5.09
56,al,Patton Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.79
57,al,Pell City,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.75
58,al,Phenix City,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
59,al,Prattville,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
60,al,RELO Montgomery-Promenade,No,No,No,No,No,No,No,No,
61,al,Riverchase Galleria,Yes,Yes,Yes,No,No,No,No,No,5.09
62,al,Ross Clark Circle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
63,al,RSA Battlehouse,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
64,al,RSA Regions Tower,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.09
65,al,Samford University,No,No,No,No,No,No,No,No,
66,al,Schillinger Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
67,al,Scottsboro [AL],No,No,No,No,No,No,No,No,
68,al,South Memorial Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
69,al,Southeast Decatur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
70,al,Southwest Decatur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
71,al,Spanish Fort,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.79
72,al,Sylacauga [AL],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
73,al,The Grove,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
74,al,TigerTown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.75
75,al,Troy (AL),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
76,al,Troy University,No,No,No,No,No,No,Yes,No,
77,al,Trussville (AL),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
78,al,Tuscaloosa Drive-Thru Only,Yes,No,No,No,Yes,No,Yes,Yes,4.75
79,al,Tuscaloosa South,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
80,al,Tuskegee University,No,No,No,No,No,No,No,No,
81,al,University Drive,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
82,al,University Mall (AL),Yes,Yes,Yes,No,No,No,No,No,5.09
83,al,University of Alabama,No,No,No,No,No,No,Yes,No,
84,al,University of Alabama - Huntsville,No,No,No,No,No,No,Yes,No,
85,al,University of Alabama Birmingham,No,No,No,No,No,No,No,No,
86,al,University of Alabama Birmingham Hospital,No,No,No,No,No,No,Yes,No,
87,al,University of Alabama-Lloyd Hall,No,No,No,No,No,No,Yes,No,
88,al,University of North Alabama,No,No,No,No,No,No,Yes,No,
89,al,University of South Alabama,No,No,No,No,No,No,Yes,No,
90,al,Vestavia Hills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
91,al,Whitesburg Drive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
92,al,Wildwood Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
93,az,303 & Waddell,No,No,No,No,No,No,No,No,
94,az,7th Ave. & Roosevelt,No,No,No,No,No,No,No,No,3.49
95,az,89th & Shea,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.39
96,az,Ahwatukee Foothills Town Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.39
97,az,Arcadia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
98,az,Arizona & Ocotillo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.39
99,az,Arizona State University,No,No,No,No,No,No,No,No,
100,az,Arizona State University - Downtown,No,No,No,No,No,No,Yes,No,
101,az,Arizona State University - West Campus,No,No,No,No,No,No,Yes,No,
102,az,Arrowhead,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
103,az,Avondale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
104,az,Bethany Home,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.25
105,az,Camelback & 16th Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
106,az,Casa Grande,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
107,az,Chandler Festival,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
108,az,Chase Field,Yes,No,No,No,No,No,No,No,10.99
109,az,Crossroads Towne Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
110,az,Deer Valley,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.45
111,az,El Con,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
112,az,Flagstaff,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
113,az,Gilbert Gateway Towne Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
114,az,Goodyear,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.45
115,az,Grand Canyon University,No,No,No,No,No,No,Yes,No,
116,az,Grand Canyon University - Diamondback Apartments,No,No,No,No,No,No,Yes,No,
117,az,Higley & Baseline,No,No,No,No,No,No,No,No,
118,az,I-19 & Irvington,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
119,az,Ina at Thornydale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
120,az,Mesa Riverview,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.39
121,az,Metrocenter,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.25
122,az,Norterra,No,No,No,No,No,No,No,No,5.45
123,az,Northern Arizona University,No,No,No,No,No,No,Yes,No,
124,az,Oracle Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
125,az,Paradise Valley,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
126,az,Phoenix Sky Harbor International Airport,No,No,No,No,No,No,No,No,
127,az,Power & McKellips,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.39
128,az,Prescott Valley Crossroads,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
129,az,Queen Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
130,az,Raintree Drive & 101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.39
131,az,San Tan Village Marketplace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
132,az,Scottsdale 101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.39
133,az,South Mountain,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
134,az,Stapley Drive,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.45
135,az,Superstition Springs Center,Yes,Yes,Yes,Yes,Yes,No,No,No,5.69
136,az,Surprise Marketplace,Yes,No,No,No,Yes,Yes,Yes,No,5.39
137,az,Tanque Verde,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
138,az,Thunderbird,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
139,az,University at Mill,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.39
140,az,University of Arizona-SUMC,No,No,No,No,No,No,No,No,
141,az,Yuma,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
142,ar,7th & Broadway,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
143,ar,Arkansas State University,No,No,No,No,Yes,No,Yes,No,
144,ar,Cantrell Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
145,ar,Chenal & Markham,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.99
146,ar,Clinton National Airport,No,No,No,No,Yes,No,Yes,No,
147,ar,Conway Commons,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
148,ar,Downtown Bentonville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
149,ar,Harding University,No,No,No,No,No,No,Yes,No,
150,ar,Henderson State University,No,No,No,No,Yes,No,Yes,No,
151,ar,Hot Springs,Yes,No,No,No,Yes,Yes,Yes,Yes,4.95
152,ar,Markham & University,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
153,ar,Maumelle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
154,ar,McCain Boulevard,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
155,ar,North College Avenue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
156,ar,Otter Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
157,ar,Ouachita Baptist University,No,No,No,No,No,No,Yes,No,
158,ar,Park Plaza,Yes,Yes,Yes,Yes,No,No,No,No,5.09
159,ar,Pleasant Grove Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
160,ar,Razorback Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
161,ar,Reynolds Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
162,ar,Rogers Avenue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
163,ar,Russellville,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
164,ar,Searcy In-Line DT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
165,ar,Southern Arkansas University,No,No,No,No,Yes,No,Yes,No,
166,ar,Springdale at Sunset Ave,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
167,ar,Turtle Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
168,ar,University of Arkansas - Monticello,No,No,No,No,No,No,No,No,
169,ar,University of Arkansas - Pine Bluff,No,No,No,No,No,No,No,No,
170,ar,University of Arkansas-Fayetteville,No,No,No,No,No,No,Yes,No,
171,ar,University of Arkansas-Fort Smith,No,No,No,No,No,No,Yes,No,
172,ar,University of Central Arkansas,No,No,No,No,No,No,Yes,No,
173,ar,Wal-Mart Headquarters,No,No,No,No,No,No,Yes,No,
174,ar,West Conway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
175,ar,West Memphis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
176,ar,West Walnut,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.09
177,ar,Whitaker Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
178,ca,101 & Telephone,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
179,ca,101 & Winnetka,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
180,ca,17th at Tustin,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
181,ca,405 & Atlantic LB,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.79
182,ca,405 & Avalon,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
183,ca,405 at Jefferson (Los Angeles),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
184,ca,605 & Firestone,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
185,ca,7th & Fig In-Line,Yes,Yes,Yes,No,Yes,No,Yes,No,5.99
186,ca,91 & Orangethorpe,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
187,ca,Aliso Viejo In-Line DT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
188,ca,Arden Fair,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
189,ca,Auburn Gold Rush,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
190,ca,Auto Mall Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
191,ca,Avenue K & 15th St. SW,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
192,ca,Azusa,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
193,ca,Bakersfield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
194,ca,Beach Boulevard,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
195,ca,Bear Valley Rd. & Mariposa,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
196,ca,Blackstone,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.75
197,ca,Blossom Hill & Almaden Expy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
198,ca,Bristol & MacArthur,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
199,ca,California Baptist University,No,No,No,No,No,No,Yes,No,
200,ca,California Polytechnic State University,No,No,No,No,No,No,Yes,No,
201,ca,Campbell & Saratoga,No,No,No,No,No,No,No,No,
202,ca,Carmel Mountain,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
203,ca,Carson & Vermont,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
204,ca,Central Ave. & Riverside Plaza,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
205,ca,Cerritos,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.75
206,ca,Chino Hills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
207,ca,Cienega Triangle,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.75
208,ca,Citrus Plaza,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
209,ca,City of Industry,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
210,ca,Clairemont,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
211,ca,Colonies Crossroads,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
212,ca,Crenshaw & Amsler,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.75
213,ca,Crenshaw & Redondo Beach Blvd,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
214,ca,Crossings at South Corona,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
215,ca,Day Street,Yes,No,No,No,Yes,No,Yes,No,5.75
216,ca,Del Amo In-Line,Yes,Yes,Yes,Yes,No,No,Yes,No,5.75
217,ca,Del Rey & Lincoln Drive-Thru Only,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.79
218,ca,Del Sur,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.59
219,ca,Delta Shores,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
220,ca,Devonshire & Reseda,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
221,ca,Dexter Avenue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
222,ca,Downey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
223,ca,E. Colorado Blvd,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.89
224,ca,Eastlake Terraces,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
225,ca,El Camino Real at Scott,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.89
226,ca,El Toro Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
227,ca,Elk Grove Marketplace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.75
228,ca,Emeryville In-Line,Yes,Yes,Yes,No,Yes,No,Yes,No,5.75
229,ca,Encinitas In-Line DT,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
230,ca,Enos Ranch,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.69
231,ca,Escondido,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
232,ca,Fairfield In-Line DT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
233,ca,Fashion Fair,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
234,ca,Fashion Island Shopping Center,Yes,Yes,Yes,No,No,No,No,No,5.89
235,ca,First Street,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
236,ca,Folsom,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
237,ca,Foothill Ranch,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.69
238,ca,Fullerton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
239,ca,Glendora Commons In-Line DT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
240,ca,Goldenwest & Warner,No,No,No,No,No,No,No,No,5.75
241,ca,Granite Bay,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
242,ca,Grossmont,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
243,ca,Harbor Blvd,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
244,ca,Hidden Valley Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
245,ca,Hollywood Drive-Thru Only,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.89
246,ca,Hopyard Road & 580,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
247,ca,Huntington SW & 210,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
248,ca,Hwy 125 & Jamacha,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
249,ca,Hwy 210 & Ayala Drive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.75
250,ca,Hwy 215 & Nuevo Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
251,ca,Hwy 78 & Vista Village,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
252,ca,Hwy 99 & Yosemite Ave,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.75
253,ca,I-10 & Barranca,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.79
254,ca,I-10 & La Cienega,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
255,ca,I-10 & Monterey Ave.,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
256,ca,I-10 & Mountain Ave,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.75
257,ca,I-10 & Yucaipa Blvd,Yes,Yes,Yes,No,No,No,Yes,Yes,5.69
258,ca,I-15 at Cantu Galleano Ranch Rd.,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.75
259,ca,I-5 & Firestone,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
260,ca,Imperial & Bloomfield Norwalk,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
261,ca,Imperial & Lakewood,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
262,ca,La Habra Marketplace,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
263,ca,La Palma Ave,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
264,ca,Ladera,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.69
265,ca,Laguna Niguel,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.69
266,ca,Lake & Boylston,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.89
267,ca,Lakewood,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.75
268,ca,Lincoln & Pacific Drive-Thru Only,Yes,Yes,Yes,No,No,No,Yes,Yes,5.89
269,ca,Livermore Avenue & 580,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.79
270,ca,Long Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
271,ca,Long Beach Traffic Circle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
272,ca,Los Angeles International Airport,No,No,No,No,No,No,Yes,No,
273,ca,Madison Avenue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
274,ca,Madison Avenue Sacramento,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
275,ca,Main & Almond,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.69
276,ca,March Lane at I-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
277,ca,Melrose Delivery,Yes,No,No,No,No,No,No,No,5.79
278,ca,Mendocino Avenue,Yes,No,No,No,Yes,No,Yes,Yes,5.79
279,ca,Mile of Cars Way,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
280,ca,Milpitas Town Center,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.89
281,ca,Mira Mesa,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
282,ca,Mission Center Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
283,ca,Monterey Park Market Place,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
284,ca,Monterey Park Market Place,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
285,ca,Monterey Road & Tully Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
286,ca,Moorpark Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
287,ca,Mowry Avenue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
288,ca,North Hollywood Delivery,Yes,No,No,No,No,No,No,No,5.79
289,ca,North Orange,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.69
290,ca,North Salinas,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.75
291,ca,Northridge,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5.75
292,ca,Northwest Promenade,No,No,No,No,No,No,No,No,5.75
293,ca,Novato,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
294,ca,Ocean View Hills,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
295,ca,Olive & Alameda In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.79
296,ca,Ontario International Airport - Terminal 4,No,No,No,No,No,No,Yes,No,
297,ca,Ontario Mills Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
298,ca,Outlets at San Clemente,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
299,ca,Oxnard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
300,ca,Palmdale,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.79
301,ca,PCH & Maple,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
302,ca,Pittsburg In-Line DT,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.75
303,ca,Plaza Del Obispo,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.75
304,ca,Pleasant Grove,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.75
305,ca,Poway Road & Community,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
306,ca,Puente Hills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
307,ca,Quarry Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
308,ca,Rancho Cucamonga,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
309,ca,Redding In-Line DT,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.75
310,ca,Redondo Beach,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.75
311,ca,Redwood City Delivery,Yes,Yes,Yes,Yes,No,No,No,No,5.89
312,ca,Rivergate Cordova,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
313,ca,Rocklin Station,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
314,ca,Rohnert Park,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
315,ca,San Jose International Airport - Terminal B,No,No,No,No,No,No,Yes,No,
316,ca,San Marcos,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
317,ca,Santa Barbara,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
318,ca,Santee,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
319,ca,Serramonte Center,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.75
320,ca,Shops at Rossmoor,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.69
321,ca,Silver Creek Valley & 101,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
322,ca,Sorrento Valley,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.79
323,ca,South Bay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
324,ca,Sports Arena,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
325,ca,Sunnyvale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.89
326,ca,Sycamore Square,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
327,ca,Telegraph & Painter,No,No,No,No,No,No,No,No,
328,ca,Temecula,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
329,ca,The Americana at Brand In-Line,Yes,Yes,Yes,No,Yes,No,Yes,No,5.99
330,ca,The Brea Plaza In-Line DT,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
331,ca,The District,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.69
332,ca,The Market Place,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5.69
333,ca,The Shops at Santa Anita Mall,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.99
334,ca,Topanga & Roscoe,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
335,ca,Trabuco Hills Center,No,No,No,No,No,No,No,No,5.69
336,ca,UCLA In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.09
337,ca,University Center Irvine,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
